scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.28800,4.14152e-02,4.14152e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,2.31126e-02,5.01562e-02,0.02138,1.00000
Hybrid + NN policy,True,,1.65446e-02,2.84575e-02,0.01536,0.88907
