scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.57600,5.53654e-02,5.53654e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,6.29502e-02,9.86037e-02,0.06285,1.00000
Hybrid + NN policy,True,,3.84289e-02,6.43837e-02,0.03782,0.81771
