scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.08040,1.48080e-01,1.55331e-01,0.00000,0.00000
Hybrid + Persson-Peraire,True,,8.22821e-02,1.68156e-01,0.09356,1.00000
Hybrid + NN policy,True,,4.23682e-02,7.94432e-02,0.01332,0.96355
