scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.01700,3.21209e-05,3.21209e-05,0.00000,0.00000
Hybrid + Persson-Peraire,False,0.01700,3.21209e-05,3.21209e-05,0.00000,0.00000
Hybrid + NN policy,False,0.01200,1.27144e-04,1.27144e-04,0.12989,0.94018
