scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.17400,3.33148e-02,3.40897e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,2.30799e-02,2.54876e-02,0.01290,1.00000
Hybrid + NN policy,True,,2.04006e-02,2.22135e-02,0.00585,1.00000
