scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.00480,2.62249e-04,2.62249e-04,0.00000,0.00000
Hybrid + Persson-Peraire,False,0.00480,2.62249e-04,2.62249e-04,0.00434,1.00000
Hybrid + NN policy,False,0.00480,2.62249e-04,2.62249e-04,0.00939,0.99158
