scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.28800,3.42603e-02,3.64135e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,3.77577e-02,6.28841e-02,0.02138,1.00000
Hybrid + NN policy,True,,2.29923e-02,4.71149e-02,0.01056,0.72545
