scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.28800,4.63945e-02,4.63945e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,3.84179e-02,9.00095e-02,0.03531,1.00000
Hybrid + NN policy,True,,2.52307e-02,5.68718e-02,0.02151,0.83439
