scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),True,,5.13824e-02,7.84206e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,5.10977e-02,6.22122e-02,0.02591,1.00000
Hybrid + NN policy,True,,3.36555e-02,3.81183e-02,0.01752,0.84220
