scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.57600,5.92576e-02,5.92576e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,8.30870e-02,1.13796e-01,0.06285,1.00000
Hybrid + NN policy,True,,5.86813e-02,7.31184e-02,0.01717,0.99877
