scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.58500,6.20814e-02,6.20814e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,6.06507e-02,7.74065e-02,0.03503,1.00000
Hybrid + NN policy,True,,4.20021e-02,5.04919e-02,0.02595,0.87607
