scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.00900,7.41557e-04,7.41557e-04,0.00000,0.00000
Hybrid + Persson-Peraire,False,0.00900,7.41557e-04,7.41557e-04,0.00000,0.00107
Hybrid + NN policy,False,0.00900,7.41624e-04,7.41624e-04,0.00019,0.09228
