scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.18900,5.22153e-02,5.22153e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,1.99444e-02,4.25601e-02,0.01459,1.00000
Hybrid + NN policy,True,,1.36466e-02,2.69697e-02,0.01097,0.89562
