scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),True,,4.96667e-03,7.17294e-03,0.00000,0.00000
Hybrid + Persson-Peraire,True,,2.46516e-03,2.88350e-03,0.00525,1.00000
Hybrid + NN policy,True,,2.44784e-03,2.68398e-03,0.00563,0.99113
