scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),True,,5.48785e-02,5.48785e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,2.23240e-02,2.63618e-02,0.01084,1.00000
Hybrid + NN policy,True,,1.69048e-02,2.32838e-02,0.00612,1.00000
