scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.54900,2.83087e-02,3.57148e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,5.03656e-02,5.81267e-02,0.02833,1.00000
Hybrid + NN policy,True,,3.32383e-02,4.39771e-02,0.01930,0.99095
