scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),True,,6.38799e-02,6.79083e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,4.01882e-02,5.22170e-02,0.01828,1.00000
Hybrid + NN policy,True,,2.77658e-02,3.31804e-02,0.01293,0.84222
