scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.10000,7.14979e-02,7.90510e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,3.32366e-02,4.06180e-02,0.01952,1.00000
Hybrid + NN policy,True,,3.23168e-02,3.41274e-02,0.01208,0.93792
