scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.58500,7.98097e-02,7.98097e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,3.56214e-02,5.84686e-02,0.03503,1.00000
Hybrid + NN policy,True,,2.82047e-02,4.87491e-02,0.01846,0.94654
