scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.01700,3.21209e-05,3.21209e-05,0.00000,0.00000
Hybrid + Persson-Peraire,False,0.01700,3.21209e-05,3.21209e-05,0.00000,0.00000
Hybrid + NN policy,False,0.01300,6.89051e-05,6.89051e-05,0.02672,0.95680
