scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.00480,1.59787e-04,1.59787e-04,0.00000,0.00000
Hybrid + Persson-Peraire,False,0.00480,1.59787e-04,1.59787e-04,0.00434,1.00000
Hybrid + NN policy,False,0.00160,9.80888e-05,9.80888e-05,0.02198,0.24760
