scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),False,0.23400,1.70129e-02,1.70129e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,3.87863e-02,5.23082e-02,0.01694,1.00000
Hybrid + NN policy,True,,2.65225e-02,3.52472e-02,0.01739,0.98927
