scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),True,,5.82294e-02,9.99491e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,8.19266e-02,9.00373e-02,0.04236,1.00000
Hybrid + NN policy,True,,4.69086e-02,4.91486e-02,0.00789,0.74992
