scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),True,,6.21516e-03,6.21516e-03,0.00000,0.00000
Hybrid + Persson-Peraire,True,,8.69239e-03,9.37247e-03,0.01135,1.00000
Hybrid + NN policy,True,,5.07283e-03,5.83646e-03,0.00331,0.63670
