scheme,stable,blowup_time,final_rel_L2_density,max_rel_L2_density,mean_alpha,max_alpha
DGSEM (no stabilization),True,,5.20060e-02,7.93960e-02,0.00000,0.00000
Hybrid + Persson-Peraire,True,,5.65071e-02,6.77147e-02,0.02591,1.00000
Hybrid + NN policy,True,,3.18862e-02,3.78089e-02,0.00533,0.74594
